term,estimate_log_odds,std_error,z_value,p_value,ci_low_log_odds,ci_high_log_odds,odds_ratio,or_ci_low,or_ci_high
Intercept,2.4477897850926102,0.3366101103915797,7.271884324107461,3.5450711695035415e-13,1.7880460918930623,3.107533478292158,11.562762266537034,5.977761052346844,22.365810553763023
"C(condition, Treatment(reference='neutral_baseline'))[T.as_only]",2.0233631365378795,0.5554979777638902,3.642431147423354,0.0002700752295027381,0.9346071066358228,3.1121191664399364,7.563720029331465,2.546212871049126,22.46860870612817
"C(condition, Treatment(reference='neutral_baseline'))[T.prompt_baseline]",2.023362600771949,0.5554984393152392,3.6424271565301614,0.0002700794179660964,0.9346056662458715,3.112119535298027,7.5637159769490525,2.546209203512334,22.468616993857808
C(persona)[T.cooperative],-4.840003362194629,0.37228163262432334,-13.000919030240665,1.2088180312907687e-38,-5.569661954244075,-4.110344770145184,0.007907027466583467,0.0038117687670760456,0.016402118590542
"C(condition, Treatment(reference='neutral_baseline'))[T.as_only]:C(persona)[T.cooperative]",1.0580390517782905,0.5755163103986847,1.8384171441559003,0.06600096075954497,-0.06995218911850598,2.186030292675087,2.8807165110907613,0.9324383995420649,8.899813243798695
"C(condition, Treatment(reference='neutral_baseline'))[T.prompt_baseline]:C(persona)[T.cooperative]",1.0580397351151796,0.5755170760217825,1.8384158858131505,0.06600114604022454,-0.06995300637531443,2.1860324766056736,2.880718479591293,0.9324376375007458,8.899832680394278
