term,estimate_log_odds,std_error,z_value,p_value,ci_low_log_odds,ci_high_log_odds,odds_ratio,or_ci_low,or_ci_high
Intercept,2.7974697787397336,0.3264551583914544,8.569231353315821,1.041780522995684e-17,2.157629425725164,3.437310131754303,16.403090771326497,8.650606427615392,31.103182083680267
"C(condition, Treatment(reference='neutral_baseline'))[T.as_only_neg]",1.9927503717157908,0.557718828814187,3.573037646860059,0.0003528640075166545,0.8996415537401246,3.0858591896914573,7.335681894180396,2.4587216336115802,21.8862632178341
"C(condition, Treatment(reference='neutral_baseline'))[T.as_only_sep]",0.5902760468903092,0.8514178246889129,0.693285986942993,0.48813009530057905,-1.0784722252953978,2.2590243190760164,1.8044864695300658,0.34011474762492633,9.57374368931494
"C(condition, Treatment(reference='neutral_baseline'))[T.prompt_baseline]",1.9927504299424803,0.5577189558538932,3.573036937379129,0.0003528649639391909,0.8996413629735653,3.0858594969113953,7.33568232131288,2.458721164569759,21.88626994173156
C(persona)[T.cooperative],-5.421883677766306,0.3639466460019195,-14.897468454037384,3.4230523801936564e-50,-6.135205996224217,-4.708561359308396,0.004418815179487159,0.0021652791326146896,0.009017741544891506
"C(condition, Treatment(reference='neutral_baseline'))[T.as_only_neg]:C(persona)[T.cooperative]",1.288561805741423,0.5721073571663714,2.2523076999457348,0.024302833911496863,0.16725199040494187,2.409871621077904,3.627565658218029,1.1820520935675742,11.132531870881145
"C(condition, Treatment(reference='neutral_baseline'))[T.as_only_sep]:C(persona)[T.cooperative]",-2.372345474055912,1.1667540824220317,-2.033286628088095,0.04202357334675836,-4.659141454418172,-0.08554949369365206,0.09326172658928725,0.009474593281046675,0.918007706337565
"C(condition, Treatment(reference='neutral_baseline'))[T.prompt_baseline]:C(persona)[T.cooperative]",1.2885618397594671,0.5721073706014635,2.2523077065145762,0.02430283349667198,0.16725199809068925,2.4098716814282453,3.62756578162072,1.182052102652528,11.132532542733262
