condition,persona,estimand,estimate,ci_low,ci_high,n_bootstrap,n_clusters,cluster_col
as_only_sep,aggressive,itt,1.0,1.0,1.0,200,5,scenario_id
as_only_sep,aggressive,pp,1.0,1.0,1.0,200,5,scenario_id
as_only_sep,cooperative,itt,0.0,0.0,0.0,200,5,scenario_id
as_only_sep,cooperative,pp,0.0,0.0,0.0,200,5,scenario_id
